"talhao";"area";"idade";"parcela";"raio";"fila";"cova";"fuste";"categoria";"cap";"htest";"htre";"haprov_total"
"SP003";51,6;8,31;"35";11,28;4;5;1;"Normal";53,41;24,71;24,71;1
"SP003";51,6;8,31;"35";11,28;4;6;1;"Normal";50,01;24,19;24,19;1
"SP003";51,6;8,31;"35";11,28;4;7;1;"Dominante";61,39;25,73;25,2;1
"SP003";51,6;8,31;"35";11,28;4;8;1;"Normal";50,39;24,25;24,25;1
"SP003";51,6;8,31;"35";11,28;5;1;1;"Normal";50,11;24,21;24,21;1
"SP003";51,6;8,31;"35";11,28;5;2;1;"Normal";47,5;23,77;23,77;1
"SP003";51,6;8,31;"35";11,28;5;3;1;"Normal";51,99;24,5;24,5;1
"SP003";51,6;8,31;"35";11,28;5;4;1;"Normal";31,01;19,72;19,72;1
"SP003";51,6;8,31;"35";11,28;5;5;1;"Normal";40,21;22,3;22,3;1
"SP003";51,6;8,31;"35";11,28;5;6;1;"Normal";43,1;22,93;22,93;1
"SP003";51,6;8,31;"35";11,28;5;7;1;"Normal";49,2;24,06;24,06;1
"SP003";51,6;8,31;"35";11,28;5;8;1;"Normal";44,99;23,3;23,3;1
"SP003";51,6;8,31;"35";11,28;5;9;1;"Normal";48,79;23,99;23,99;1
"SP003";51,6;8,31;"35";11,28;6;1;1;"Normal";51,99;24,5;24,5;1
"SP003";51,6;8,31;"35";11,28;6;2;1;"Dominante";60,19;25,59;26,4;1
"SP003";51,6;8,31;"35";11,28;6;3;1;"Normal";54,51;24,86;24,86;1
"SP003";51,6;8,31;"35";11,28;6;4;1;"Normal";53,69;24,75;24,75;1
"SP003";51,6;8,31;"35";11,28;6;5;1;"Normal";50,99;24,34;24,34;1
"SP003";51,6;8,31;"35";11,28;6;6;1;"Normal";50,71;24,3;24,3;1
"SP003";51,6;8,31;"35";11,28;7;1;1;"Normal";48,1;23,87;23,87;1
"SP003";51,6;8,31;"35";11,28;7;2;1;"Normal";48,79;23,99;23,99;1
"SP003";51,6;8,31;"35";11,28;7;3;1;"Normal";46,09;23,51;23,51;1
"SP003";51,6;8,31;"35";11,28;7;4;1;"Normal";54,51;24,86;24,86;1
"SP003";51,6;8,31;"36";11,28;1;1;1;"Normal";56,71;25,89;26,2;1
"SP003";51,6;8,31;"36";11,28;2;1;1;"Normal";52,21;25,66;25;1
"SP003";51,6;8,31;"36";11,28;2;2;1;"Dominante";58,31;25,96;26;1
"SP003";51,6;8,31;"36";11,28;2;3;1;"Normal";52,68;25,69;25,7;1
"SP003";51,6;8,31;"36";11,28;2;4;1;"Normal";51,9;25,64;25,4;1
"SP003";51,6;8,31;"36";11,28;2;5;1;"Dominante";56,99;25,9;26,4;1
"SP003";51,6;8,31;"36";11,28;2;6;1;"Normal";47,91;25,41;26,1;1
"SP003";51,6;8,31;"36";11,28;2;7;1;"Normal";53,6;25,73;25,8;1
"SP003";51,6;8,31;"36";11,28;3;1;1;"Normal";35,41;24,34;24,9;1
"SP003";51,6;8,31;"36";11,28;3;2;1;"Normal";51,99;25,65;25,5;1
"SP003";51,6;8,31;"36";11,28;3;3;1;"Normal";54,29;25,77;25,1;1
"SP003";51,6;8,31;"36";11,28;3;4;1;"Dominante";60,79;26,06;26,4;1
"SP003";51,6;8,31;"36";11,28;3;5;1;"Quebrada";25,42;22,83;2;0
"SP003";51,6;8,31;"36";11,28;3;6;1;"Dominante";61,39;26,09;26,4;1
"SP003";51,6;8,31;"36";11,28;3;7;1;"Normal";44,2;25,15;24,1;1
"SP003";51,6;8,31;"36";11,28;3;8;1;"Normal";51,9;25,64;25,64;1
"SP003";51,6;8,31;"36";11,28;4;1;1;"Normal";45,99;25,28;25,28;1
"SP003";51,6;8,31;"36";11,28;4;2;1;"Normal";52,68;25,69;25,69;1
"SP003";51,6;8,31;"36";11,28;4;3;1;"Normal";46,09;25,28;25,28;1
"SP003";51,6;8,31;"36";11,28;4;4;1;"Normal";53,19;25,71;25,71;1
"SP003";51,6;8,31;"36";11,28;4;5;1;"Normal";53,69;25,74;25,74;1
"SP003";51,6;8,31;"36";11,28;4;6;1;"Normal";56,49;25,88;25,88;1
"SP003";51,6;8,31;"36";11,28;4;7;1;"Normal";47,31;25,37;25,37;1
"SP003";51,6;8,31;"36";11,28;4;8;1;"Normal";53;25,7;25,7;1
"SP003";51,6;8,31;"36";11,28;5;1;1;"Normal";50,2;25,55;25,55;1
"SP003";51,6;8,31;"36";11,28;5;2;1;"Normal";45,99;25,28;25,28;1
"SP003";51,6;8,31;"36";11,28;5;3;1;"Normal";51,71;25,63;25,63;1
"SP003";51,6;8,31;"36";11,28;5;4;1;"Normal";49,7;25,52;25,52;1
"SP003";51,6;8,31;"36";11,28;5;5;1;"Normal";49,01;25,47;25,47;1
"SP003";51,6;8,31;"36";11,28;5;6;1;"Normal";46,31;25,3;25,3;1
"SP003";51,6;8,31;"36";11,28;5;7;1;"Normal";52,81;25,69;25,69;1
"SP003";51,6;8,31;"36";11,28;5;8;1;"Normal";50,01;25,53;25,53;1
"SP003";51,6;8,31;"36";11,28;5;9;1;"Normal";48,51;25,44;25,44;1
"SP003";51,6;8,31;"36";11,28;6;1;1;"Normal";51,8;25,64;25,64;1
"SP003";51,6;8,31;"36";11,28;6;2;1;"Normal";55,01;25,8;25,8;1
"SP003";51,6;8,31;"36";11,28;6;3;1;"Normal";50,99;25,59;25,59;1
"SP003";51,6;8,31;"36";11,28;6;4;1;"Normal";52,31;25,66;25,66;1
"SP003";51,6;8,31;"36";11,28;6;5;1;"Normal";48,51;25,44;25,44;1
"SP003";51,6;8,31;"36";11,28;6;6;1;"Normal";54,7;25,79;25,79;1
"SP003";51,6;8,31;"36";11,28;7;1;1;"Normal";54,19;25,76;25,76;1
"SP003";51,6;8,31;"36";11,28;7;2;1;"Normal";54,6;25,78;25,78;1
"SP003";51,6;8,31;"36";11,28;7;3;1;"Normal";50,39;25,56;25,56;1
"SP004";37,02;8,18;"38";11,28;1;1;1;"Normal";54,51;24,62;24,3;1
"SP004";37,02;8,18;"38";11,28;1;2;1;"Normal";49,61;24,19;24,3;1
"SP004";37,02;8,18;"38";11,28;1;3;1;"Normal";53,09;24,5;24,4;1
"SP004";37,02;8,18;"38";11,28;1;4;1;"Normal";54,79;24,64;24,5;1
"SP004";37,02;8,18;"38";11,28;1;5;1;"Normal";49,7;24,2;24,3;1
"SP004";37,02;8,18;"38";11,28;2;1;1;"Normal";52,21;24,43;24,7;1
"SP004";37,02;8,18;"38";11,28;2;2;1;"Normal";48,69;24,1;24,3;1
"SP004";37,02;8,18;"38";11,28;2;3;1;"Normal";52,5;24,45;24,3;1
"SP004";37,02;8,18;"38";11,28;2;4;1;"Normal";52,59;24,46;24,7;1
"SP004";37,02;8,18;"38";11,28;2;5;1;"Normal";47,91;24,02;23,7;1
"SP004";37,02;8,18;"38";11,28;2;6;1;"Normal";53,19;24,51;24,51;1
"SP004";37,02;8,18;"38";11,28;2;7;1;"Normal";52,5;24,45;24,45;1
"SP004";37,02;8,18;"38";11,28;3;1;1;"Normal";49,1;24,14;24,14;1
"SP004";37,02;8,18;"38";11,28;3;2;1;"Normal";46,4;23,87;23,87;1
"SP004";37,02;8,18;"38";11,28;3;3;1;"Normal";50,01;24,23;24,23;1
"SP004";37,02;8,18;"38";11,28;3;4;1;"Normal";48,79;24,11;24,11;1
"SP004";37,02;8,18;"38";11,28;3;5;1;"Normal";53,31;24,52;24,52;1
"SP004";37,02;8,18;"38";11,28;3;6;1;"Normal";50,49;24,27;24,27;1
"SP004";37,02;8,18;"38";11,28;3;7;1;"Normal";51,99;24,41;24,41;1
"SP004";37,02;8,18;"38";11,28;3;8;1;"Normal";52,5;24,45;24,45;1
"SP004";37,02;8,18;"38";11,28;3;9;1;"Dominante";56,61;24,78;25,5;1
"SP004";37,02;8,18;"38";11,28;4;2;1;"Dominante";55,89;24,73;24,9;1
"SP004";37,02;8,18;"38";11,28;4;3;1;"Normal";53,91;24,57;24,57;1
"SP004";37,02;8,18;"38";11,28;4;4;1;"Normal";49,1;24,14;24,14;1
"SP004";37,02;8,18;"38";11,28;4;5;1;"Normal";52,09;24,42;24,42;1
"SP004";37,02;8,18;"38";11,28;4;6;1;"Normal";49,39;24,17;24,17;1
"SP004";37,02;8,18;"38";11,28;4;7;1;"Normal";52,09;24,42;24,42;1
"SP004";37,02;8,18;"38";11,28;4;8;1;"Normal";51,99;24,41;24,41;1
"SP004";37,02;8,18;"38";11,28;4;9;1;"Normal";50,8;24,3;24,3;1
"SP004";37,02;8,18;"38";11,28;5;1;1;"Normal";44,99;23,71;23,71;1
"SP004";37,02;8,18;"38";11,28;5;2;1;"Normal";52,59;24,46;24,46;1
"SP004";37,02;8,18;"38";11,28;5;3;1;"Normal";50,39;24,26;24,26;1
"SP004";37,02;8,18;"38";11,28;5;4;1;"Normal";45,58;23,78;23,78;1
"SP004";37,02;8,18;"38";11,28;5;5;1;"Normal";53,91;24,57;24,57;1
"SP004";37,02;8,18;"38";11,28;5;6;1;"Bifurcada";31,01;21,51;21,51;1
"SP004";37,02;8,18;"38";11,28;5;6;2;"Bifurcada";26,7;20,46;20,46;1
"SP004";37,02;8,18;"38";11,28;5;7;1;"Bifurcada";35,69;22,41;22,41;1
"SP004";37,02;8,18;"38";11,28;5;7;2;"Bifurcada";17,59;16,95;16,95;1
"SP004";37,02;8,18;"38";11,28;5;8;1;"Dominante";55,01;24,66;24,3;1
"SP004";37,02;8,18;"38";11,28;6;2;1;"Dominante";56,71;24,79;24,4;1
"SP004";37,02;8,18;"38";11,28;6;3;1;"Normal";53,19;24,51;24,51;1
"SP004";37,02;8,18;"38";11,28;6;4;1;"Normal";54;24,58;24,58;1
"SP004";37,02;8,18;"39";11,28;1;1;1;"Normal";48,6;23,42;24,1;1
"SP004";37,02;8,18;"39";11,28;1;2;1;"Normal";50,61;23,84;24,4;1
"SP004";37,02;8,18;"39";11,28;1;3;1;"Normal";47,41;23,17;24,7;1
"SP004";37,02;8,18;"39";11,28;1;4;1;"Normal";50,89;23,89;25;1
"SP004";37,02;8,18;"39";11,28;1;5;1;"Normal";49,61;23,63;24,3;1
"SP004";37,02;8,18;"39";11,28;1;6;1;"Normal";52,21;24,15;23,7;1
"SP004";37,02;8,18;"39";11,28;2;1;1;"Normal";52,21;24,15;25;1
"SP004";37,02;8,18;"39";11,28;2;2;1;"Normal";54,92;24,64;24,8;1
"SP004";37,02;8,18;"39";11,28;2;3;1;"Normal";52,9;24,27;24,8;1
"SP004";37,02;8,18;"39";11,28;2;4;1;"Normal";47,5;23,19;24,3;1
"SP004";37,02;8,18;"39";11,28;2;5;1;"Normal";52,21;24,15;24,15;1
"SP004";37,02;8,18;"39";11,28;2;6;1;"Normal";49,61;23,63;23,63;1
"SP004";37,02;8,18;"39";11,28;2;7;1;"Normal";50,49;23,81;23,81;1
"SP004";37,02;8,18;"39";11,28;2;8;1;"Normal";51,8;24,07;24,07;1
"SP004";37,02;8,18;"39";11,28;3;1;1;"Normal";54,41;24,55;24,55;1
"SP004";37,02;8,18;"39";11,28;3;2;1;"Normal";53,69;24,42;24,42;1
"SP004";37,02;8,18;"39";11,28;3;3;1;"Normal";55,39;24,72;24,72;1
"SP004";37,02;8,18;"39";11,28;3;4;1;"Normal";49,1;23,53;23,53;1
"SP004";37,02;8,18;"39";11,28;3;5;1;"Normal";47,6;23,21;23,21;1
"SP004";37,02;8,18;"39";11,28;3;6;1;"Normal";53,09;24,31;24,31;1
"SP004";37,02;8,18;"39";11,28;3;7;1;"Normal";54,29;24,52;24,52;1
"SP004";37,02;8,18;"39";11,28;3;8;1;"Normal";51,71;24,05;24,05;1
"SP004";37,02;8,18;"39";11,28;3;9;1;"Normal";54,1;24,49;24,49;1
"SP004";37,02;8,18;"39";11,28;4;1;1;"Dominante";55,89;24,8;25,2;1
"SP004";37,02;8,18;"39";11,28;4;3;1;"Normal";53,19;24,33;24,33;1
"SP004";37,02;8,18;"39";11,28;4;4;1;"Normal";52,5;24,2;24,2;1
"SP004";37,02;8,18;"39";11,28;4;5;1;"Normal";50,8;23,87;23,87;1
"SP004";37,02;8,18;"39";11,28;4;6;1;"Normal";52,4;24,18;24,18;1
"SP004";37,02;8,18;"39";11,28;4;7;1;"Dominante";57,11;25,01;24,4;1
"SP004";37,02;8,18;"39";11,28;4;9;1;"Dominante";62,39;25,81;24,9;1
"SP004";37,02;8,18;"39";11,28;5;1;1;"Normal";51,11;23,93;23,93;1
"SP004";37,02;8,18;"39";11,28;5;2;1;"Normal";47,41;23,17;23,17;1
"SP004";37,02;8,18;"39";11,28;5;3;1;"Dominante";55,89;24,8;25,3;1
"SP004";37,02;8,18;"39";11,28;5;4;1;"Normal";48,19;23,34;23,34;1
"SP004";37,02;8,18;"39";11,28;5;5;1;"Normal";46,09;22,87;22,87;1
"SP004";37,02;8,18;"39";11,28;5;6;1;"Normal";50,89;23,89;23,89;1
"SP004";37,02;8,18;"39";11,28;5;7;1;"Normal";54,29;24,52;24,52;1
"SP004";37,02;8,18;"39";11,28;5;8;1;"Normal";53,6;24,4;24,4;1
"SP004";37,02;8,18;"39";11,28;6;1;1;"Normal";48;23,3;23,3;1
"SP004";37,02;8,18;"39";11,28;6;2;1;"Normal";51,58;24,03;24,03;1
"SP004";37,02;8,18;"39";11,28;6;3;1;"Normal";49,29;23,57;23,57;1
"SP004";37,02;8,18;"40";11,28;1;1;1;"Normal";48,6;23,77;24;1
"SP004";37,02;8,18;"40";11,28;1;2;1;"Normal";49,7;23,83;23,9;1
"SP004";37,02;8,18;"40";11,28;1;3;1;"Normal";50,99;23,9;23,9;1
"SP004";37,02;8,18;"40";11,28;1;4;1;"Normal";48,6;23,77;23,9;1
"SP004";37,02;8,18;"40";11,28;1;5;1;"Dominante";52,5;23,98;23,8;1
"SP004";37,02;8,18;"40";11,28;1;6;1;"Dominante";53,82;24,04;23,9;1
"SP004";37,02;8,18;"40";11,28;2;1;1;"Normal";45,3;23,57;23,6;1
"SP004";37,02;8,18;"40";11,28;2;2;1;"Normal";48,1;23,74;23,7;1
"SP004";37,02;8,18;"40";11,28;2;3;1;"Normal";49,2;23,81;24;1
"SP004";37,02;8,18;"40";11,28;2;4;1;"Normal";48,19;23,75;23,2;1
"SP004";37,02;8,18;"40";11,28;2;5;1;"Normal";47,5;23,71;23,3;1
"SP004";37,02;8,18;"40";11,28;2;6;1;"Normal";45,3;23,57;23,9;1
"SP004";37,02;8,18;"40";11,28;2;7;1;"Normal";48,41;23,76;23,76;1
"SP004";37,02;8,18;"40";11,28;2;8;1;"Normal";47,31;23,7;23,7;1
"SP004";37,02;8,18;"40";11,28;2;9;1;"Normal";48;23,74;23,74;1
"SP004";37,02;8,18;"40";11,28;3;1;1;"Normal";48,69;23,78;23,78;1
"SP004";37,02;8,18;"40";11,28;3;2;1;"Normal";49,29;23,81;23,81;1
"SP004";37,02;8,18;"40";11,28;3;3;1;"Normal";51,49;23,93;23,93;1
"SP004";37,02;8,18;"40";11,28;3;4;1;"Normal";48,41;23,76;23,76;1
"SP004";37,02;8,18;"40";11,28;3;5;1;"Normal";50,3;23,87;23,87;1
"SP004";37,02;8,18;"40";11,28;3;6;1;"Normal";47,91;23,73;23,73;1
"SP004";37,02;8,18;"40";11,28;3;7;1;"Normal";48,6;23,77;23,77;1
"SP004";37,02;8,18;"40";11,28;3;8;1;"Normal";50,01;23,85;23,85;1
"SP004";37,02;8,18;"40";11,28;3;9;1;"Normal";50,49;23,88;23,88;1
"SP004";37,02;8,18;"40";11,28;4;1;1;"Normal";50,99;23,9;23,9;1
"SP004";37,02;8,18;"40";11,28;4;2;1;"Normal";49,89;23,84;23,84;1
"SP004";37,02;8,18;"40";11,28;4;3;1;"Normal";47,19;23,69;23,69;1
"SP004";37,02;8,18;"40";11,28;4;4;1;"Normal";51,49;23,93;23,93;1
"SP004";37,02;8,18;"40";11,28;4;5;1;"Dominante";52,5;23,98;24,1;1
"SP004";37,02;8,18;"40";11,28;4;6;1;"Normal";50,71;23,89;23,89;1
"SP004";37,02;8,18;"40";11,28;4;7;1;"Normal";50,39;23,87;23,87;1
"SP004";37,02;8,18;"40";11,28;4;8;1;"Normal";47,6;23,72;23,72;1
"SP004";37,02;8,18;"40";11,28;4;9;1;"Normal";48;23,74;23,74;1
"SP004";37,02;8,18;"40";11,28;5;1;1;"Normal";48,91;23,79;23,79;1
"SP004";37,02;8,18;"40";11,28;5;2;1;"Normal";50,99;23,9;23,9;1
"SP004";37,02;8,18;"40";11,28;5;3;1;"Normal";48,69;23,78;23,78;1
"SP004";37,02;8,18;"40";11,28;5;4;1;"Dominante";53,82;24,04;24,3;1
"SP004";37,02;8,18;"40";11,28;5;6;1;"Normal";51,3;23,92;23,92;1
"SP004";37,02;8,18;"40";11,28;5;7;1;"Normal";46,21;23,63;23,63;1
"SP004";37,02;8,18;"40";11,28;6;1;1;"Normal";51,49;23,93;23,93;1
"SP004";37,02;8,18;"40";11,28;6;2;1;"Normal";46,4;23,64;23,64;1
"SP004";37,02;8,18;"40";11,28;6;3;1;"Normal";44,11;23,5;23,5;1
"SP004";37,02;8,18;"40";11,28;6;4;1;"Normal";48,91;23,79;23,79;1
"SP004";37,02;8,18;"41";11,28;1;1;1;"Normal";51,49;24,43;24,8;1
"SP004";37,02;8,18;"41";11,28;1;2;1;"Normal";45,8;23,43;23,7;1
"SP004";37,02;8,18;"41";11,28;1;3;1;"Normal";47,41;23,73;23,8;1
"SP004";37,02;8,18;"41";11,28;2;1;1;"Normal";50,71;24,3;24;1
"SP004";37,02;8,18;"41";11,28;2;2;1;"Normal";49,01;24,02;23,9;1
"SP004";37,02;8,18;"41";11,28;2;3;1;"Normal";48,51;23,93;24,2;1
"SP004";37,02;8,18;"41";11,28;2;4;1;"Normal";44,01;23,07;23;1
"SP004";37,02;8,18;"41";11,28;2;5;1;"Normal";47,19;23,69;23,5;1
"SP004";37,02;8,18;"41";11,28;2;6;1;"Normal";48,41;23,91;23,5;1
"SP004";37,02;8,18;"41";11,28;2;7;1;"Normal";49,2;24,05;24,2;1
"SP004";37,02;8,18;"41";11,28;3;1;1;"Dominante";54,41;24,88;25,3;1
"SP004";37,02;8,18;"41";11,28;3;2;1;"Normal";53,69;24,77;24,77;1
"SP004";37,02;8,18;"41";11,28;3;3;1;"Dominante";54;24,82;24,8;1
"SP004";37,02;8,18;"41";11,28;3;4;1;"Normal";51,49;24,43;24,43;1
"SP004";37,02;8,18;"41";11,28;3;5;1;"Normal";43,39;22,94;22,94;1
"SP004";37,02;8,18;"41";11,28;3;6;1;"Normal";50,01;24,19;24,19;1
"SP004";37,02;8,18;"41";11,28;3;7;1;"Normal";48,69;23,96;23,96;1
"SP004";37,02;8,18;"41";11,28;3;8;1;"Normal";50,61;24,29;24,29;1
"SP004";37,02;8,18;"41";11,28;4;1;1;"Normal";48,51;23,93;23,93;1
"SP004";37,02;8,18;"41";11,28;4;2;1;"Normal";47,31;23,72;23,72;1
"SP004";37,02;8,18;"41";11,28;4;3;1;"Normal";48,29;23,89;23,89;1
"SP004";37,02;8,18;"41";11,28;4;4;1;"Normal";43,61;22,99;22,99;1
"SP004";37,02;8,18;"41";11,28;4;5;1;"Normal";40,31;22,25;22,25;1
"SP004";37,02;8,18;"41";11,28;4;6;1;"Normal";40,4;22,27;22,27;1
"SP004";37,02;8,18;"41";11,28;4;7;1;"Normal";42,29;22,71;22,71;1
"SP004";37,02;8,18;"41";11,28;4;8;1;"Normal";47,41;23,73;23,73;1
"SP004";37,02;8,18;"41";11,28;4;9;1;"Normal";47,5;23,75;23,75;1
"SP004";37,02;8,18;"41";11,28;5;1;1;"Dominante";56,61;25,19;25;1
"SP004";37,02;8,18;"41";11,28;5;2;1;"Dominante";54;24,82;24,6;1
"SP004";37,02;8,18;"41";11,28;5;3;1;"Normal";53;24,67;24,67;1
"SP004";37,02;8,18;"41";11,28;5;4;1;"Normal";54;24,82;24,82;1
"SP004";37,02;8,18;"41";11,28;5;5;1;"Normal";52,5;24,59;24,59;1
"SP004";37,02;8,18;"41";11,28;5;6;1;"Normal";50,49;24,27;24,27;1
"SP004";37,02;8,18;"41";11,28;5;7;1;"Normal";51,58;24,45;24,45;1
"SP004";37,02;8,18;"41";11,28;5;8;1;"Normal";45,49;23,37;23,37;1
"SP004";37,02;8,18;"41";11,28;5;9;1;"Normal";48,19;23,88;23,88;1
"SP004";37,02;8,18;"41";11,28;6;1;1;"Normal";38,11;21,71;21,71;1
"SP004";37,02;8,18;"41";11,28;6;2;1;"Normal";48,51;23,93;23,93;1
"SP004";37,02;8,18;"41";11,28;6;3;1;"Normal";44,01;23,07;23,07;1
"SP004";37,02;8,18;"41";11,28;6;4;1;"Normal";53,69;24,77;24,77;1
"SP004";37,02;8,18;"41";11,28;6;5;1;"Normal";49,51;24,11;24,11;1
"SP004";37,02;8,18;"41";11,28;6;6;1;"Normal";51,58;24,45;24,45;1
"SP004";37,02;8,18;"42";11,28;1;1;1;"Normal";49,51;21,93;22,3;1
"SP004";37,02;8,18;"42";11,28;1;2;1;"Normal";48,19;21,78;21;1
"SP004";37,02;8,18;"42";11,28;1;3;1;"Dominante";52,5;22,26;22,3;1
"SP004";37,02;8,18;"42";11,28;1;4;1;"Dominante";55,2;22,52;22,5;1
"SP004";37,02;8,18;"42";11,28;1;5;1;"Normal";43,79;21,21;20,8;1
"SP004";37,02;8,18;"42";11,28;1;6;1;"Normal";48;21,76;21,5;1
"SP004";37,02;8,18;"42";11,28;1;7;1;"Normal";48,79;21,85;21,4;1
"SP004";37,02;8,18;"42";11,28;2;1;1;"Dominante";50,49;22,04;22,4;1
"SP004";37,02;8,18;"42";11,28;2;2;1;"Dominante";50,61;22,05;22,2;1
"SP004";37,02;8,18;"42";11,28;2;3;1;"Normal";50,3;22,02;21,8;1
"SP004";37,02;8,18;"42";11,28;2;4;1;"Normal";49,01;21,87;21,6;1
"SP004";37,02;8,18;"42";11,28;2;5;1;"Normal";47;21,63;21,9;1
"SP004";37,02;8,18;"42";11,28;2;6;1;"Normal";46,5;21,57;21,9;1
"SP004";37,02;8,18;"42";11,28;2;7;1;"Normal";45,71;21,47;22,1;1
"SP004";37,02;8,18;"42";11,28;2;8;1;"Normal";47,5;21,69;22;1
"SP004";37,02;8,18;"42";11,28;3;1;1;"Normal";45,71;21,47;21,47;1
"SP004";37,02;8,18;"42";11,28;3;2;1;"Normal";43,1;21,11;21,11;1
"SP004";37,02;8,18;"42";11,28;3;3;1;"Normal";41,69;20,9;20,9;1
"SP004";37,02;8,18;"42";11,28;3;4;1;"Normal";43,79;21,21;21,21;1
"SP004";37,02;8,18;"42";11,28;3;5;1;"Normal";43,79;21,21;21,21;1
"SP004";37,02;8,18;"42";11,28;3;6;1;"Normal";42,79;21,06;21,06;1
"SP004";37,02;8,18;"42";11,28;3;7;1;"Normal";43,51;21,17;21,17;1
"SP004";37,02;8,18;"42";11,28;3;8;1;"Normal";46,4;21,56;21,56;1
"SP004";37,02;8,18;"42";11,28;4;1;1;"Normal";38,99;20,46;20,46;1
"SP004";37,02;8,18;"42";11,28;4;2;1;"Normal";46,4;21,56;21,56;1
"SP004";37,02;8,18;"42";11,28;4;3;1;"Normal";42,6;21,04;21,04;1
"SP004";37,02;8,18;"42";11,28;4;4;1;"Normal";41;20,79;20,79;1
"SP004";37,02;8,18;"42";11,28;4;5;1;"Normal";45,99;21,5;21,5;1
"SP004";37,02;8,18;"42";11,28;4;6;1;"Normal";48;21,76;21,76;1
"SP004";37,02;8,18;"42";11,28;4;7;1;"Normal";42,41;21,01;21,01;1
"SP004";37,02;8,18;"42";11,28;4;8;1;"Normal";41,41;20,85;20,85;1
"SP004";37,02;8,18;"42";11,28;5;1;1;"Normal";50,01;21,99;21,99;1
"SP004";37,02;8,18;"42";11,28;5;2;1;"Normal";50,39;22,03;22,03;1
"SP004";37,02;8,18;"42";11,28;5;3;1;"Normal";32,99;19,28;19,28;1
"SP004";37,02;8,18;"42";11,28;5;4;1;"Normal";39,49;20,55;20,55;1
"SP004";37,02;8,18;"42";11,28;5;5;1;"Normal";44,99;21,37;21,37;1
"SP004";37,02;8,18;"42";11,28;5;6;1;"Normal";42,6;21,04;21,04;1
"SP004";37,02;8,18;"42";11,28;5;7;1;"Normal";38,99;20,46;20,46;1
"SP004";37,02;8,18;"42";11,28;6;1;1;"Normal";38,99;20,46;20,46;1
"SP004";37,02;8,18;"42";11,28;6;2;1;"Normal";46,5;21,57;21,57;1
"SP004";37,02;8,18;"43";11,28;1;1;1;"Normal";50,89;23,23;23,4;1
"SP004";37,02;8,18;"43";11,28;1;2;1;"Normal";50,49;23,17;23,4;1
"SP004";37,02;8,18;"43";11,28;1;3;1;"Normal";50,01;23,11;22,9;1
"SP004";37,02;8,18;"43";11,28;1;4;1;"Normal";50,61;23,19;23;1
"SP004";37,02;8,18;"43";11,28;1;5;1;"Normal";51,8;23,34;22,7;1
"SP004";37,02;8,18;"43";11,28;1;6;1;"Dominante";54;23,6;23,3;1
"SP004";37,02;8,18;"43";11,28;2;1;1;"Normal";47,41;22,75;23,6;1
"SP004";37,02;8,18;"43";11,28;2;2;1;"Normal";52,09;23,38;23,8;1
"SP004";37,02;8,18;"43";11,28;2;3;1;"Dominante";54,6;23,67;23,5;1
"SP004";37,02;8,18;"43";11,28;2;4;1;"Normal";48,79;22,95;22,5;1
"SP004";37,02;8,18;"43";11,28;2;5;1;"Normal";45,71;22,5;22,3;1
"SP004";37,02;8,18;"43";11,28;2;6;1;"Normal";44,2;22,26;22,2;1
"SP004";37,02;8,18;"43";11,28;2;7;1;"Normal";49,51;23,05;23,05;1
"SP004";37,02;8,18;"43";11,28;2;8;1;"Normal";52,5;23,43;23,43;1
"SP004";37,02;8,18;"43";11,28;3;1;1;"Dominante";54,1;23,61;24;1
"SP004";37,02;8,18;"43";11,28;3;2;1;"Normal";51,9;23,35;23,35;1
"SP004";37,02;8,18;"43";11,28;3;3;1;"Normal";49,51;23,05;23,05;1
"SP004";37,02;8,18;"43";11,28;3;4;1;"Normal";51,8;23,34;23,34;1
"SP004";37,02;8,18;"43";11,28;3;5;1;"Normal";47,41;22,75;22,75;1
"SP004";37,02;8,18;"43";11,28;3;6;1;"Normal";51,99;23,36;23,36;1
"SP004";37,02;8,18;"43";11,28;3;7;1;"Normal";50,99;23,24;23,24;1
"SP004";37,02;8,18;"43";11,28;3;8;1;"Normal";53,09;23,5;23,5;1
"SP004";37,02;8,18;"43";11,28;3;9;1;"Normal";51,9;23,35;23,35;1
"SP004";37,02;8,18;"43";11,28;4;1;1;"Normal";46,09;22,56;22,56;1
"SP004";37,02;8,18;"43";11,28;4;2;1;"Normal";47,91;22,82;22,82;1
"SP004";37,02;8,18;"43";11,28;4;3;1;"Normal";44,3;22,28;22,28;1
"SP004";37,02;8,18;"43";11,28;4;4;1;"Normal";44,7;22,34;22,34;1
"SP004";37,02;8,18;"43";11,28;4;5;1;"Normal";47;22,69;22,69;1
"SP004";37,02;8,18;"43";11,28;4;6;1;"Normal";44,11;22,25;22,25;1
"SP004";37,02;8,18;"43";11,28;4;7;1;"Normal";44,01;22,23;22,23;1
"SP004";37,02;8,18;"43";11,28;4;8;1;"Normal";41,81;21,86;21,86;1
"SP004";37,02;8,18;"43";11,28;4;9;1;"Normal";48,79;22,95;22,95;1
"SP004";37,02;8,18;"43";11,28;5;1;1;"Dominante";54,7;23,68;23,9;1
"SP004";37,02;8,18;"43";11,28;5;2;1;"Normal";53,09;23,5;23,5;1
"SP004";37,02;8,18;"43";11,28;5;3;1;"Normal";50,49;23,17;23,17;1
"SP004";37,02;8,18;"43";11,28;5;4;1;"Normal";50,2;23,14;23,14;1
"SP004";37,02;8,18;"43";11,28;5;5;1;"Normal";52,9;23,47;23,47;1
