talhao;area;parcela;idade;ncovas;nfustes;dapmed;dg;htmed;hdom;ab;vtsc;vtcc
197;51,31;318;46,68;1606,86;1472,95;15,31;15,61;24,12;26,4;28,17;280,04;317,99
197;51,31;318;61,17;1580,07;1472,95;16,51;16,97;25,08;28,93;33,3;353,02;402,24
197;51,31;318;69,84;1606,86;1472,95;17,56;18,05;27,3;30,33;37,7;426,75;483,19
197;51,31;318;82,19;1606,86;1472,95;18,11;18,62;28,11;31,7;40,11;480,9;535,27
197;51,31;318;86,53;1606,86;1472,95;18,3;18,81;28,7;32,35;40,94;499,88;556,39
197;51,31;319;22,17;1605,52;1471,73;9,62;9,67;12,51;13,76;10,81;49,67;61,37
197;51,31;319;35,05;1605,52;1471,73;13,71;13,8;18,37;19,1;22,01;151,23;180,8
197;51,31;319;46,68;1605,52;1471,73;15,26;15,41;22,07;23,48;27,46;238,23;275,75
197;51,31;319;61,17;1578,76;1471,73;16,71;16,93;26,4;28,27;33,14;357,24;407,05
197;51,31;319;69,84;1605,52;1471,73;17,52;17,82;27,93;30,92;36,72;417,98;473,25
197;51,31;319;82,19;1605,52;1471,73;18,05;18,41;29;32,3;39,16;479,07;533,23
197;51,31;319;86,53;1605,52;1471,73;18,27;18,65;29,82;32,65;40,2;501,41;558,1
197;51,31;320;22,17;1503,31;1528,36;9,44;9,51;12,85;14,08;10,86;52,66;64,71
197;51,31;320;35,05;1503,31;1528,36;12,61;12,81;17,72;19,92;19,7;135,06;161,13
197;51,31;320;46,68;1503,31;1528,36;13,73;14,08;22,38;24,5;23,81;217,95;249,89
197;51,31;320;61,17;1478,25;1528,36;14,85;15,39;24,58;28,48;28,41;293,98;334,96
197;51,31;320;69,84;1503,31;1528,36;15,59;16,27;24,46;31,38;31,78;341,67;386,85
197;51,31;321;22,17;1630,48;1521,78;9,68;9,81;14,51;15,5;11,5;64,38;78,09
197;51,31;321;35,05;1630,48;1548,96;13,3;13,59;18,28;20,6;22,47;159,09;189,35
197;51,31;321;46,68;1630,48;1548,96;14,72;15,13;21,33;24,4;27,83;243,5;281,52
197;51,31;321;61,17;1630,48;1548,96;16,09;16,61;26,57;28,48;33,56;368,36;419,72
197;51,31;321;69,84;1630,48;1548,96;16,86;17,46;29,17;30,5;37,09;436,27;493,97
197;51,31;321;82,19;1630,48;1521,78;17,36;17,95;28,44;31,23;38,49;459,45;511,4
197;51,31;321;86,53;1630,48;1521,78;17,41;17,99;27,94;32,8;38,66;468,95;521,97
198;14,17;322;46,81;1511,53;1486,33;11,49;11,58;15,86;17,85;15,65;94,65;110,78
198;14,17;322;58,41;1511,53;1486,33;12,75;12,88;18,97;20,9;19,38;151,85;168,53
198;14,17;322;67,81;1511,53;1486,33;13,56;13,73;22,63;24,32;22,01;195,39;218,62
198;14,17;323;46,81;1657,09;1657,09;11,68;11,74;17,03;18,08;17,93;114,22;133,69
198;14,17;323;58,41;1657,09;1657,09;12,85;12,92;19,89;20,8;21,73;175,11;194,33
198;14,17;323;67,81;1657,09;1657,09;13,66;13,77;23,49;24,9;24,67;225,78;252,63
199;32,05;324;24,01;1378,55;1355,57;11,65;11,73;13,51;15,19;14,66;75,59;92,21
199;32,05;324;37,02;1378,55;1355,57;14,69;14,91;19,02;21,4;23,66;171,8;204,65
199;32,05;324;49,67;1378,55;1355,57;16,35;16,8;21,6;24,45;30,05;256,86;300,7
199;32,05;324;61,27;1378,55;1355,57;16,93;17,51;26,03;27,67;32,66;351,77;390,43
199;32,05;324;70,66;1378,55;1355,57;17,81;18,54;27,29;29,63;36,59;403,79;451,87
199;32,05;325;37,02;1543,41;1517,68;12,65;12,84;18,53;19,97;19,64;136,91;163,07
199;32,05;325;49,67;1543,41;1517,68;14,48;14,81;20,61;23,2;26,14;211,24;247,26
199;32,05;325;61,27;1543,41;1517,68;15,29;15,71;22,77;26,15;29,41;286,37;317,8
199;32,05;325;70,66;1543,41;1517,68;16,02;16,5;24,97;28,92;32,45;334,11;373,83
200;29,59;326;25,1;1485;1435,5;9,71;9,79;12,39;13,02;10,81;50,25;61,27
200;29,59;326;38,11;1485;1435,5;12,61;12,75;18,24;19,4;18,34;124,63;148,44
200;29,59;326;50,76;1485;1435,5;14,51;14,75;19,84;22,27;24,53;187,52;219,49
200;29,59;326;62,35;1485;1435,5;15,26;15,57;23,4;26,08;27,33;265,61;294,77
200;29,59;326;71,75;1485;1435,5;15,89;16,25;24,29;27,23;29,77;290,04;324,53
200;29,59;327;38,11;1582,74;1741,01;12,32;12,49;17,57;19,32;21,32;142,96;170,28
200;29,59;327;50,76;1582,74;1741,01;13,89;14,17;19,6;22,95;27,46;213,32;249,72
200;29,59;327;62,35;1582,74;1741,01;14,39;14,76;22,55;26,42;29,78;288,12;319,77
200;29,59;327;71,75;1582,74;1688,25;15,37;15,73;24,71;28,25;32,8;329,67;368,88
201;32,38;328;27,86;1500,79;1600,84;10,61;10,73;14,53;16,06;14,47;79,25;96,44
201;32,38;328;41,13;1500,79;1550,81;13,68;13,8;19,25;21,46;23,19;167,84;199,59
201;32,38;328;51,68;1500,79;1525,8;14,97;15,1;25,17;26,7;27,32;285,63;321,55
201;32,38;328;64,32;1500,79;1525,8;15,96;16,16;25,88;28,18;31,28;317,88;370,28
201;32,38;328;73,36;1500,79;1525,8;16,26;16,49;26,59;30,05;32,57;351,55;392,56
201;32,38;329;27,86;1534,02;1636,28;9,23;9,33;12,93;13,8;11,18;54,73;67,19
201;32,38;329;41,13;1534,02;1636,28;12,27;12,47;19,99;21,86;19,97;159,8;188
201;32,38;329;51,68;1534,02;1636,28;13,47;13,73;22,5;25,5;24,22;233,12;265,05
201;32,38;329;64,32;1534,02;1636,28;14,48;14,82;24,75;28,48;28,24;285,28;332,31
201;32,38;329;73,36;1534,02;1636,28;14,83;15,22;26,71;29,98;29,76;329,55;367,98
201;32,38;330;41,13;1602,52;1629,23;13,81;13,92;18,28;21,88;24,78;173,33;206,39
201;32,38;330;51,68;1602,52;1629,23;14,87;15,03;23,72;25,18;28,9;283,88;322,24
201;32,38;330;64,32;1602,52;1629,23;15,72;15,92;26,6;28,05;32,45;338,91;394,78
201;32,38;330;73,36;1602,52;1549,1;16,33;16,49;28,4;30,18;33,08;375,17;418,92
202;26,76;331;27,73;1536,92;1562,54;9,42;9,47;11,45;13,16;11;45,75;57
202;26,76;331;41;1536,92;1562,54;12,36;12,47;16,58;19,62;19,09;120,02;144,29
202;26,76;331;51,54;1536,92;1562,54;13,75;13,91;23,17;25,42;23,73;231,52;262,57
202;26,76;331;64,19;1536,92;1562,54;14,98;15,19;25,14;27,18;28,33;280,39;326,61
202;26,76;331;73,23;1536,92;1562,54;15,69;15,98;26,83;30,02;31,35;343,42;383,47
202;26,76;332;27,73;1584,49;1690,13;8,07;8,15;11,17;11,86;8,81;37,32;46,35
202;26,76;332;41;1584,49;1690,13;10,88;11,03;15,86;17,12;16,14;97,32;117,41
202;26,76;332;51,54;1584,49;1690,13;12,13;12,36;21,21;22,76;20,29;181,26;207,8
202;26,76;332;64,19;1584,49;1690,13;13,02;13,3;22,74;24,93;23,48;212,08;247,05
202;26,76;332;73,23;1584,49;1690,13;13,62;13,95;23,98;27,15;25,85;254,43;284,1
202;26,76;333;41;1642,67;1779,55;10,65;10,86;16,62;17,92;16,47;106,89;128,05
202;26,76;333;51,54;1642,67;1752,18;11,89;12,2;20,32;23,1;20,49;178,34;205,23
202;26,76;333;64,19;1642,67;1752,18;12,81;13,25;22,37;25,95;24,14;222,57;259,26
202;26,76;333;73,23;1642,67;1752,18;13,49;14;24,9;28,95;26,96;284,7;317,91
203;23,52;334;28,78;1657,23;1795,33;10,09;10,22;14,72;15,88;14,73;83,66;101,4
203;23,52;334;42,05;1657,23;1795,33;12,46;12,7;20,69;22;22,75;187,28;219,83
203;23,52;334;52,6;1657,23;1795,33;13,5;13,82;22,48;24,7;26,93;255,36;290,98
203;23,52;334;65,24;1657,23;1795,33;14,28;14,68;24,76;27,8;30,39;308,12;358,92
203;23,52;334;74,28;1657,23;1795,33;14,84;15,29;25,78;29,45;32,98;357,73;399,45
203;23,52;335;42,05;1578,66;1710,21;12,52;12,8;19,58;22,26;21,99;169,33;200,04
203;23,52;335;52,6;1578,66;1710,21;13,64;13,98;21,9;23,72;26,26;239,67;274,85
203;23,52;335;65,24;1578,66;1710,21;14,39;14,82;23,98;27,27;29,52;287,59;335,01
203;23,52;335;74,28;1578,66;1710,21;15,02;15,51;25,68;29,63;32,31;345,97;386,32
204;25,83;336;25,76;1649,62;1649,62;9,3;9,67;10,85;14,1;12,12;52,09;64,76
204;25,83;336;39,03;1649,62;1649,62;11,78;12,45;17,26;23,02;20,07;153,88;181,76
204;25,83;336;49,57;1649,62;1649,62;12,7;13,46;20,01;26,08;23,47;225,71;256,59
204;25,83;336;62,22;1649,62;1649,62;13,34;14,18;20,96;27,52;26,05;248,28;289,21
204;25,83;336;71,25;1649,62;1594,63;13,93;14,73;22,81;28,95;27,19;282,91;315,91
204;25,83;337;39,03;1646,09;1700,96;13,2;13,43;19,15;20,36;24,09;173,66;206,59
204;25,83;337;49,57;1646,09;1700,96;14,46;14,78;23,51;25,76;29,19;287,08;326,07
204;25,83;337;62,22;1646,09;1700,96;15,3;15,72;24,13;27,02;33;321,92;374,99
204;25,83;337;71,25;1646,09;1673,53;16,14;16,56;25,14;27,18;36,04;367,37;410,21
205;15,01;338;27,69;1621,18;1621,18;9,68;9,7;13,57;13,84;11,98;60,94;74,56
205;15,01;338;40,97;1621,18;1621,18;12,7;12,74;20,24;22,12;20,67;163,94;192,94
205;15,01;338;51,51;1621,18;1621,18;14,06;14,13;23,55;24,3;25,42;247,18;280,58
205;15,01;338;64,16;1621,18;1621,18;15,04;15,13;26,34;27,68;29,16;298,59;347,81
205;15,01;338;73,19;1621,18;1621,18;15,58;15,69;27,1;28,27;31,36;337,6;376,98
205;15,01;339;40,97;1569,74;1569,74;12,76;12,85;19,07;20,2;20,37;147,28;175,01
205;15,01;339;51,51;1543,57;1569,74;14,04;14,15;22,51;23,62;24,7;227,35;260,29
205;15,01;339;64,16;1543,57;1569,74;14,87;15,03;25,51;27,48;27,85;279,02;325,02
205;15,01;339;73,19;1543,57;1543,57;15,34;15,53;26,84;28,85;29,23;316,09;352,96
206;16,03;340;28,75;1625,22;1625,22;9,81;9,85;13,18;13,56;12,38;60,17;73,96
206;16,03;340;42,02;1625,22;1625,22;12,68;12,75;17,12;20,16;20,75;133,86;160,54
206;16,03;340;52,56;1625,22;1625,22;13,82;13,92;23,39;24,5;24,72;240,82;273,07
206;16,03;340;65,21;1625,22;1625,22;14,59;14,74;25,58;27,48;27,73;280,2;326,42
206;16,03;340;74,24;1625,22;1625,22;15,07;15,25;26,46;28,15;29,7;313,17;349,7
206;16,03;341;42,02;1612,77;1666,53;12,82;12,96;19,35;20,82;22;163,05;193,33
206;16,03;341;52,56;1612,77;1666,53;13,86;14,06;24,16;25;25,86;262,75;296,54
206;16,03;341;65,21;1612,77;1666,53;14,76;15,01;25,3;27,45;29,49;296,05;344,86
206;16,03;341;74,24;1612,77;1666,53;15,19;15,49;26,63;28,77;31,41;340,98;380,75
207;12,21;342;27,69;1645,28;1645,28;8,91;8,93;11,89;12,7;10,31;45,53;56,39
207;12,21;342;40,97;1645,28;1645,28;11,48;11,52;16,68;17,6;17,15;107,82;129,6
207;12,21;342;51,51;1645,28;1645,28;12,8;12,85;21,65;23,06;21,35;191,37;219,38
207;12,21;342;64,16;1645,28;1645,28;13,84;13,92;23,63;24,18;25,04;228,65;266,34
207;12,21;342;73,19;1645,28;1645,28;14,42;14,53;24,68;26,33;27,27;267,56;298,77
207;12,21;343;40,97;1767,3;1767,3;9,48;9,6;14,69;16;12,78;72,83;88,12
207;12,21;343;51,51;1767,3;1767,3;10,75;10,89;20,65;22,5;16,47;147,85;168,68
207;12,21;343;64,16;1767,3;1767,3;11,8;11,99;21,79;23,53;19,96;171,06;199,27
207;12,21;343;73,19;1767,3;1767,3;12,32;12,55;21,83;24,63;21,88;194,53;217,22
208;36,6;344;24,87;1578,2;1736,02;9,45;9,6;14,11;15,06;12,58;68,73;83,53
208;36,6;344;38,14;1578,2;1736,02;12,93;13,26;17,85;20,26;23,96;160,71;192,51
208;36,6;344;48,69;1578,2;1736,02;14,01;14,47;22,26;26,06;28,54;271,59;309,91
208;36,6;344;61,33;1578,2;1736,02;14,58;15,12;23,5;28,3;31,16;303,92;354,03
208;36,6;344;70,37;1578,2;1736,02;15,24;15,8;24,16;28,85;34,06;350,5;391,38
208;36,6;345;24,87;1513,13;1689,66;9,19;9,45;14,39;15,9;11,84;67,98;82,25
208;36,6;345;38,14;1513,13;1689,66;11,68;12,16;14,19;19,16;19,63;116,18;140,42
208;36,6;345;48,69;1513,13;1664,44;12,63;13,2;20,35;25,24;22,78;206,32;236,61
208;36,6;345;61,33;1513,13;1664,44;13,27;13,9;20,79;25,63;25,25;227,02;264,45
208;36,6;345;70,37;1513,13;1664,44;13,74;14,39;21,97;26,73;27,07;256,08;285,94
208;36,6;346;24,87;1606,64;1579,86;8,73;8,88;10,48;12,92;9,78;38,75;48,46
208;36,6;346;38,14;1606,64;1579,86;12,6;12,9;17,39;21,36;20,64;141,7;169,14
208;36,6;346;48,69;1606,64;1553,09;14,2;14,56;22,35;24,32;25,86;239,11;273,88
208;36,6;346;61,33;1606,64;1553,09;15,45;15,96;24,64;27,23;31,06;309,45;360,47
208;36,6;346;70,37;1606,64;1553,09;16,03;16,63;25,97;29,93;33,74;368,4;411,37
208;36,6;347;24,87;1632,34;1686,75;9,98;10;13,52;13,6;13,26;66,1;81,06
208;36,6;347;38,14;1632,34;1686,75;13,74;13,83;15,86;21,06;25,35;152,84;183,74
208;36,6;347;48,69;1632,34;1686,75;15,18;15,35;22,19;24,56;31,2;280,74;322,78
208;36,6;347;61,33;1632,34;1659,55;16,36;16,57;25,36;26,83;35,78;354,41;412,83
208;36,6;347;70,37;1632,34;1632,34;17,31;17,57;26,92;29,17;39,57;429,41;479,5
209;29,38;348;25,13;1488,1;1438,49;10,68;10,71;14,26;14,5;12,95;67,83;82,71
209;29,38;348;38,76;1488,1;1438,49;14,1;14,19;21,02;22,02;22,75;174,8;208,18
209;29,38;348;49,21;1488,1;1438,49;15,43;15,56;22,77;24,85;27,36;236,27;276,55
209;29,38;348;61,33;1488,1;1339,29;16,66;16,85;25,81;27,83;29,86;328,73;362,1
209;29,38;348;72,9;1488,1;1339,29;17,17;17,39;26,9;29,08;31,82;349,32;390,21
209;29,38;348;81,18;1488,1;1339,29;17,57;17,81;28,17;31,3;33,37;386,27;431,48
209;29,38;349;25,13;1625,84;1571,65;10,51;10,56;13,84;14,15;13,76;70,74;86,26
209;29,38;349;38,76;1625,84;1544,55;14,03;14,14;19,91;21,45;24,24;177,09;210,92
209;29,38;349;49,21;1625,84;1544,55;15,46;15,6;24,21;26,2;29,52;271,12;317,35
209;29,38;349;61,33;1625,84;1544,55;16,57;16,74;25,39;27,38;34,01;367,58;404,89
209;29,38;349;72,9;1625,84;1544,55;17,13;17,33;26,87;29,35;36,44;399,34;446,08
209;29,38;349;81,18;1625,84;1544,55;17,39;17,61;28,44;31,33;37,62;437,24;488,42
209;29,38;350;38,76;1657,96;1575,06;13,72;13,89;21,15;22,72;23,85;188,87;224,94
209;29,38;350;49,21;1657,96;1519,8;15,21;15,37;24,05;24,5;28,21;255,33;298,87
209;29,38;350;61,33;1657,96;1492,17;16,31;16,48;27,04;27,7;31,82;361,89;398,63
209;29,38;350;72,9;1657,96;1492,17;16,9;17,11;27,47;29,4;34,3;381,17;425,78
209;29,38;350;81,18;1657,96;1492,17;17,08;17,3;29,28;31,38;35,08;416,6;465,37
210;28,37;351;24,93;1680,95;1793,02;8,36;8,45;11,69;12,07;10,06;44,34;54,07
210;28,37;351;38,57;1680,95;1793,02;11,66;11,85;17,98;19,65;19,76;133,28;158,73
210;28,37;351;49,01;1680,95;1793,02;12,87;13,14;20,27;22,8;24,3;191,9;224,62
210;28,37;351;61,14;1680,95;1793,02;13,75;14,11;22,74;26,6;28,02;281,8;310,42
210;28,37;351;72,7;1680,95;1793,02;14,46;14,88;25,02;29,5;31,16;332,02;370,88
210;28,37;351;80,98;1680,95;1793,02;14,74;15,2;25,29;29,73;32,52;350,61;391,65
210;28,37;352;24,93;1700,29;1671,96;10,93;10,96;14,44;14,57;15,77;83,48;101,8
210;28,37;352;38,57;1700,29;1671,96;13,95;14,03;20,36;21,27;25,85;191,82;228,46
210;28,37;352;49,01;1700,29;1671,96;15,15;15,27;25,46;26,77;30,63;292,19;342
210;28,37;352;61,14;1700,29;1671,96;16,16;16,31;26,79;28,5;34,92;394,77;434,85
210;28,37;352;72,7;1700,29;1671,96;16,76;16,97;28,07;30,05;37,81;429,44;479,7
210;28,37;352;80,98;1700,29;1671,96;17,01;17,25;28,87;30,83;39,07;455,89;509,25
211;22,73;353;25,72;1584,49;1558,08;9,18;9,2;12,59;12,86;10,35;48,59;59,86
211;22,73;353;38,47;1584,49;1558,08;12,63;12,67;18,08;18,88;19,64;135,56;161,3
211;22,73;353;62,98;1584,49;1558,08;15,4;15,51;25,39;26,55;29,43;313,77;345,62
211;22,73;353;79,3;1584,49;1558,08;16,14;16,29;28,33;30,02;32,48;370,12;413,45
211;22,73;354;38,47;1617,25;1590,3;14,43;14,46;21,57;22,36;26,12;212,82;247,85
211;22,73;354;62,98;1617,25;1590,3;16,74;16,84;26,88;28,95;35,41;400,78;441,47
211;22,73;354;79,3;1617,25;1590,3;17,38;17,51;29,89;31,85;38,3;460,94;514,89
213;4,95;355;24,47;1740;1720;9,28;9,34;12,53;13,6;11,77;54,53;66,49
215;18,27;356;26,15;1420;1440;7,73;7,78;10,95;10,84;6,85;27,7;33,77
216;12,38;357;28,32;1780;1760;10,12;10,34;12,86;14,54;14,79;72,51;88,42
218;9,88;358;28,29;1740;1660;10,56;10,66;13,02;13,46;14,83;71,81;87,58
219;21,52;359;29,17;1720;1740;10,99;11,07;13,49;14,58;16,75;83,9;102,31
222;20,64;360;24,84;1526,02;1551,45;9;9,03;12,77;13;9,95;48,01;58,98
222;20,64;360;40,6;1526,02;1551,45;13,57;13,69;19,96;20,74;22,83;173,01;203,51
222;20,64;360;48,65;1526,02;1551,45;14,58;14,77;22,04;22,64;26,58;231,85;267,87
222;20,64;360;61,47;1526,02;1551,45;15,3;15,55;25,01;25,93;29,45;299,57;340,07
222;20,64;360;75;1526,02;1551,45;16,17;16,5;27,53;29,6;33,17;378,55;429,72
222;20,64;361;40,6;1696,64;1668,36;13,4;13,51;18,18;19,28;23,92;163,72;195,72
222;20,64;361;48,65;1696,64;1668,36;14,61;14,8;21,34;23,04;28,71;241,66;280,7
222;20,64;361;61,47;1696,64;1668,36;15,5;15,8;24,16;27,02;32,72;327,77;372,08
222;20,64;361;75;1696,64;1668,36;16,31;16,73;27,01;31,02;36,67;419,72;476,49
223;28,43;362;25,79;1486,69;1585,81;7,76;7,8;11,36;11,62;7,58;33,21;41,09
223;28,43;362;41,56;1486,69;1585,81;11,54;11,62;18,25;18,66;16,82;121,14;142,56
223;28,43;362;49,61;1486,69;1585,81;12,45;12,56;19,49;20,5;19,66;155,41;181,25
223;28,43;362;62,42;1486,69;1585,81;13,32;13,47;23,57;25,05;22,6;218,16;247,65
223;28,43;362;75,95;1486,69;1585,81;14,14;14,32;26,48;28,27;25,53;277,93;315,5
223;28,43;363;41,56;1625,18;1598,09;13,01;13,11;19,98;21,38;21,57;166;194,39
223;28,43;363;49,61;1625,18;1598,09;13,99;14,12;21,92;23,72;25,04;221,95;255,53
223;28,43;363;62,42;1625,18;1598,09;14,96;15,15;24,9;27,73;28,81;294,79;334,64
223;28,43;363;75,95;1625,18;1598,09;15,63;15,89;26,98;30,8;31,7;354,48;402,4
223;28,43;364;41,56;1578,03;1683,24;11,72;11,82;18,19;20,2;18,47;132,16;155,93
223;28,43;364;49,61;1578,03;1683,24;12,68;12,83;20,31;22,74;21,75;181,18;209,98
223;28,43;364;62,42;1578,03;1683,24;13,69;13,89;23,55;26,15;25,52;247,25;280,68
223;28,43;364;75,95;1578,03;1683,24;14,6;14,88;26,17;29,15;29,27;316,85;359,68
224;36,95;365;29,24;1520;1460;10,42;10,51;14,65;15,5;12,66;68,58;83,63
224;36,95;366;29,24;1620;1680;8,56;8,63;12,42;13,24;9,82;45,26;55,19
225;14,32;367;26,22;1600;1560;8,63;8,75;11,79;13,7;9,38;41,49;50,59
227;25,49;368;26,08;1520;1520;10,69;10,77;13,99;14,92;13,86;71,77;87,51
228;19,54;369;25,3;1522,07;1522,07;10,28;10,31;14,64;15,4;12,71;68,23;83,2
228;19,54;369;38,01;1522,07;1522,07;13,15;13,19;19,77;20,5;20,79;149,67;178,26
228;19,54;369;49,84;1522,07;1522,07;14,41;14,47;22,93;23,15;25,01;213,57;249,99
228;19,54;369;61,1;1522,07;1522,07;15,04;15,1;25,39;26;27,27;278,37;311,23
228;19,54;370;38,01;1525,2;1525,2;12,92;12,98;19,83;21,45;20,17;146,37;174,32
228;19,54;370;49,84;1525,2;1525,2;14,36;14,44;22,61;23,48;24,97;211,07;247,06
228;19,54;370;61,1;1525,2;1525,2;15,25;15,35;25,8;27,02;28,23;294,28;329,02
229;12,13;371;23,65;1460,81;1436,47;9,28;9,33;13,14;14,07;9,82;47,65;58,1
229;12,13;371;36,37;1460,81;1436,47;13,16;13,28;19,47;19,35;19,89;142,79;170,06
229;12,13;371;48,19;1460,81;1436,47;14,48;14,63;21,69;22,85;24,13;198,46;232,29
229;12,13;371;59,46;1460,81;1436,47;15,06;15,24;24,05;25,52;26,19;259,11;289,69
229;12,13;372;36,37;1688,81;1660,66;12,23;12,32;18,61;18,82;19,8;136,62;162,71
229;12,13;372;48,19;1688,81;1632,52;13,33;13,44;20,2;21,88;23,54;180,78;211,61
229;12,13;372;59,46;1688,81;1660,66;13,88;13,99;23,82;25,15;25,52;248,62;277,99
230;10,11;373;23,62;1580,65;1580,65;9,4;9,43;12,81;13,38;11,03;51,82;63,19
230;10,11;373;36,33;1580,65;1580,65;12,94;12,98;19,62;20,52;20,92;149,91;178,54
230;10,11;373;48,16;1580,65;1580,65;14,18;14,24;21,79;22,98;25,18;205,26;240,25
230;10,11;373;59,43;1580,65;1580,65;14,64;14,72;24,85;25,63;26,89;269,54;301,36
230;10,11;374;36,33;1584,41;1584,41;12,1;12,2;18,61;18,63;18,51;126,93;151,17
230;10,11;374;48,16;1584,41;1584,41;13,42;13,56;19,99;21,4;22,87;173,14;202,65
230;10,11;374;59,43;1584,41;1584,41;14,04;14,2;23,34;25;25,1;240,77;269,19
231;31,53;375;20,76;1657,46;1602,21;9,52;9,55;11,59;12,55;11,47;48,89;59,61
231;31,53;375;32,33;1657,46;1602,21;12,46;12,55;17,11;18,26;19,82;125,15;149,06
231;31,53;375;45,57;1657,46;1602,21;14,43;14,68;22,58;24,2;27,12;233,21;272,98
231;31,53;375;70,66;1657,46;1602,21;15,62;16;28,26;30,6;32,2;378,27;425,96
231;31,53;376;20,76;1570,31;1465,62;9,71;9,77;10,1;11,32;10,99;41,3;50,36
231;31,53;376;32,33;1570,31;1465,62;12,55;12,74;14,41;16,7;18,69;103,55;123,33
231;31,53;376;45,57;1570,31;1465,62;14,51;14,92;20,38;24,15;25,63;210,43;246,33
231;31,53;376;70,66;1570,31;1465,62;15,66;16,26;24,83;30,67;30,45;340,65;383,61
231;31,53;377;20,76;1620,31;1620,31;9,66;9,7;10,3;11,13;11,97;45,34;55,29
231;31,53;377;32,33;1620,31;1620,31;12,63;12,8;14,49;17,32;20,85;112,51;134
231;31,53;377;45,57;1620,31;1620,31;14,37;14,74;18,62;23,97;27,67;207,82;243,25
231;31,53;377;70,66;1620,31;1620,31;15,37;15,92;24,68;29,98;32,25;345,78;389,37
232;5,14;378;20,5;1565,97;1565,97;8,89;8,93;10,52;11,13;9,82;38,12;46,49
232;5,14;378;32,06;1565,97;1565,97;12,11;12,24;16,09;17;18,43;109,25;130,11
232;5,14;378;45,3;1565,97;1565,97;14,12;14,39;21,99;23,72;25,48;215,1;251,77
232;5,14;378;70,4;1565,97;1565,97;15,14;15,51;26,42;29,3;29,59;330,61;372,28
233;21,02;379;28,55;1720;1740;11,04;11,28;14,24;16,1;17,39;94,89;115,71
233;21,02;379;40,51;1720;1720;13,44;13,82;19,96;22,4;26,12;200,33;238,59
234;34,12;380;28,78;1760;1780;9,57;9,78;13,11;15,06;13,37;67,74;82,6
234;34,12;380;40,74;1760;1780;11,89;12,2;17,88;20,32;20,8;142,74;170
236;28,54;381;27,66;1580;1660;10,2;10,25;13,9;14,76;13,69;70,11;85,49
236;28,54;381;39,62;1580;1660;12,25;12,31;20,12;20,86;19,76;144,93;172,6
237;24,72;382;27,92;1620;1700;8,3;8,35;11,85;11,83;9,31;40,91;49,89
237;24,72;382;39,09;1620;1700;10,75;10,84;16,26;17,08;15,69;93,42;111,26
238;14,89;383;25,36;1440;1400;9,79;9,82;13,36;15,1;10,61;52,48;63,99
238;14,89;383;36,53;1440;1400;12,23;12,29;18,39;19,47;16,61;111,58;132,89
239;16,25;384;25,49;1720;1760;9,8;9,83;13,44;14,7;13,36;66,03;80,52
239;16,25;384;36,66;1720;1760;12,13;12,18;19,38;20,36;20,52;144,94;172,62
240;9,84;385;27,37;1680;1700;10,06;10,13;13,63;15,22;13,7;69,18;84,35
240;9,84;385;38,53;1680;1700;12,49;12,61;19,65;20,68;21,22;153;182,22
241;17;386;25,59;1780;1780;9,07;9,09;12,65;13,14;11,54;53,44;65,17
241;17;386;36,76;1780;1780;11,99;12,03;17,67;18,94;20,22;131,08;156,13
242;50,73;387;20,66;1635,76;1613,65;9,71;9,76;11,65;13,4;12,08;50,63;63,1
242;50,73;387;33,25;1635,76;1613,65;12,53;12,74;17,69;19,86;20,59;141,11;168,33
242;50,73;387;44,91;1635,76;1613,65;14,05;14,42;20,08;24,14;26,37;217,06;252,87
242;50,73;387;57,69;1635,76;1613,65;14,7;15,15;23,39;27,53;29,09;280,74;322,57
242;50,73;387;69,38;1635,76;1613,65;15,46;15,95;22,95;29,69;32,25;316,87;360,64
242;50,73;388;20,66;1392,6;1370,5;10,16;10,28;12,62;13,32;11,37;51,43;63,7
242;50,73;388;33,25;1392,6;1370,5;13,82;14,14;18;19,58;21,53;146,31;175,61
242;50,73;388;44,91;1392,6;1370,5;15,35;15,81;19,33;21,42;26,92;200,22;237,32
242;50,73;388;57,69;1392,6;1370,5;16,28;16,82;22,86;26,4;30,47;289,56;332,71
242;50,73;388;69,38;1392,6;1370,5;17,37;18,06;25,44;28,78;35,1;369,7;420,77
242;50,73;389;20,66;1414,71;1282,08;9,4;9,44;11,65;12,56;8,98;37,79;47,06
242;50,73;389;33,25;1414,71;1282,08;13,51;13,59;17,23;18;18,6;118,74;143,58
242;50,73;389;44,91;1414,71;1282,08;15,23;15,38;19,36;20,44;23,81;171,65;204,06
242;50,73;389;57,69;1414,71;1282,08;16,25;16,45;24,02;26,06;27,24;258,71;297,26
242;50,73;389;69,38;1414,71;1282,08;17,11;17,37;25,85;28,86;30,37;313,84;357,19
242;50,73;390;33,25;1520;1540;13,14;13,32;16,99;18,36;21,47;137,49;166,13
242;50,73;390;44,91;1520;1540;14,83;15,15;20,48;22,58;27,75;223,71;261,75
242;50,73;390;57,69;1520;1540;15,89;16,32;23,66;27,18;32,22;312,9;359,53
242;50,73;390;69,38;1520;1540;16,75;17,29;25,14;29,14;36,16;378,09;430,32
243;11,85;391;23,95;1620;1700;8,79;8,88;12,41;13,34;10,52;48,44;59,07
243;11,85;391;37,42;1620;1700;12,33;12,5;17,44;18,73;20,87;135,5;161,38
