talhao;area;parcela;idade;ncovas;nfustes;dapmed;dg;htmed;hdom;ab;vtsc;vtcc
132;21,41;227;41,33;1500;1480;12,37;12,53;17,22;19,08;18,26;116,39;138,62
132;21,41;227;53,35;1500;1480;13,78;13,98;21,21;24,38;22,71;184,1;215,48
132;21,41;227;66;1500;1480;14,78;15,04;24,73;27,94;26,28;260,99;297,04
132;21,41;228;41,33;1680;1700;10,79;10,87;16,62;18,18;15,77;95,96;114,29
132;21,41;228;53,35;1680;1700;12,19;12,3;19,54;21,7;20,2;149,27;174,71
132;21,41;228;66;1680;1700;13,23;13,39;23,43;26,26;23,93;223,99;254,93
133;16,66;229;29,47;1660;1480;9,85;9,92;14,91;15,2;11,43;62,49;76,2
133;16,66;229;41,43;1660;1480;12,24;12,36;17,46;19,18;17,76;114,39;136,24
133;16,66;229;53,45;1660;1480;13,54;13,71;23,51;24,94;21,85;193,16;226,09
133;16,66;229;66,36;1660;1480;14,39;14,62;24,91;27,96;24,85;247,33;281,5
135;3,02;230;25,59;1560;1500;8,52;8,57;10,37;11,64;8,65;32,55;40,91
135;3,02;230;39,13;1560;1480;12,35;12,43;18,09;19,58;17,95;118,83;141,52
135;3,02;230;48,72;1580;1500;13,84;13,94;22,55;24,22;22,88;194,25;227,37
136;19,61;231;25,59;1500;1500;9,19;9,28;10,37;13,44;10,15;37,99;47,81
136;19,61;231;39,13;1500;1500;12,4;12,57;18,01;20,02;18,62;124,38;148,13
136;19,61;231;48,72;1500;1500;13,67;13,88;22,3;24,6;22,71;192,9;225,78
136;19,61;232;39,13;1620;1600;11,77;11,93;16,23;17,81;17,89;107,63;128,19
136;19,61;232;48,72;1620;1600;13,24;13,46;22,18;23,9;22,77;191,99;224,73
137;20,15;233;25,59;1600;1620;8,81;8,86;10,68;12,58;10;38,77;48,61
137;20,15;233;39,13;1600;1620;11,93;12,03;18,43;19,62;18,42;124,49;148,26
137;20,15;233;48,72;1600;1620;13,25;13,41;22,04;23,78;22,88;190,79;223,32
137;20,15;234;39,13;1680;1680;11,94;12,01;17,49;19,18;19,04;121,63;144,86
137;20,15;234;48,72;1680;1680;13,04;13,14;22,96;24,82;22,77;196,8;230,35
139;14,59;235;25,62;1720;1700;9,01;9,11;12,32;13,22;11,08;51,98;64,01
139;14,59;235;39,16;1720;1700;11,83;12,01;18,51;19,92;19,25;132,6;157,93
139;14,59;235;48,75;1720;1700;12,89;13,11;22,23;24,18;22,93;195,47;228,79
140;15,35;236;26,12;1580;1600;7,9;7,99;10,09;13,52;8,03;31,04;38,83
140;15,35;236;39,65;1580;1600;10,88;11,02;15,25;18,64;15,25;87,61;104,35
140;15,35;236;49,24;1580;1600;12,3;12,47;21,22;23,76;19,53;157,84;184,74
141;12,5;237;26,12;1640;1640;8,37;8,47;11,43;12,78;9,25;40,38;50,04
141;12,5;237;39,65;1640;1640;11,46;11,63;18,97;20,02;17,43;121,53;144,75
141;12,5;237;49,24;1640;1640;12,71;12,93;22,31;24,24;21,54;183,37;214,63
142;33,52;238;25,82;1440;1460;7,75;7,87;10,06;12,12;7,11;27,18;34,08
142;33,52;238;39,36;1440;1400;11,03;11,13;16,24;18;13,62;81,45;97,01
142;33,52;238;48,95;1440;1400;12,27;12,41;19,97;21,82;16,94;127,94;149,75
142;33,52;239;25,82;1580;1600;8,13;8,21;11,22;12,08;8,47;36,06;44,77
142;33,52;239;39,36;1580;1580;10,77;10,89;15,46;16,76;14,71;83,94;99,97
142;33,52;239;48,95;1580;1580;11,95;12,1;19,46;21,38;18,17;134,46;157,39
143;28,43;240;24,8;1720;1680;7,68;7,72;9,03;10,04;7,87;25,59;32,56
143;28,43;240;37,29;1720;1680;10,71;10,77;14,94;16,02;15,31;88,59;107,77
143;28,43;240;49,51;1720;1680;12,14;12,21;19,68;20,92;19,68;145,16;169,9
143;28,43;240;62,52;1720;1680;13,55;13,66;23,09;24,74;24,62;223,2;256,46
143;28,43;241;37,29;1580;1560;12,49;12,59;17,78;18,82;19,43;133,44;158,89
143;28,43;241;49,51;1580;1560;13,78;13,91;22,18;23,18;23,72;199,03;232,97
143;28,43;241;62,52;1580;1560;14,36;14,53;23,82;25,48;25,86;243,77;280,1
143;28,43;242;37,29;1480;1480;13,3;13,45;18,48;19,72;21,04;147,48;175,6
143;28,43;242;49,51;1480;1480;14,96;15,19;23,44;24,82;26,83;238,48;279,14
143;28,43;242;62,52;1480;1480;15,6;15,89;25,44;27,6;29,36;298,9;343,43
144;17,16;243;24,05;1500;1540;7,71;7,81;9,57;11,68;7,37;26,43;33,33
144;17,16;243;36,53;1500;1540;10,63;10,79;14,4;16,24;14,07;79,47;97,14
144;17,16;243;48,75;1500;1540;12,54;12,76;20,03;22,82;19,69;152,07;177,99
144;17,16;243;61,76;1500;1540;13,95;14,26;22,99;26,32;24,61;230,18;264,48
144;17,16;244;36,53;1580;1520;12,61;12,81;17,31;19,46;19,58;131,03;156,93
144;17,16;244;48,75;1580;1520;14,24;14,51;22,03;25,08;25,12;215,1;251,78
144;17,16;244;61,76;1580;1520;15,43;15,76;23,77;27,9;29,66;289,41;332,53
145;17,57;245;24,44;1640;1620;7,74;7,77;9,17;11,04;7,69;25,62;32,52
145;17,57;245;36,93;1640;1620;11,73;11,8;14,86;16,64;17,7;99,84;122,38
145;17,57;245;49,15;1640;1620;13,37;13,46;19,78;22,02;23,06;172,66;202,11
145;17,57;245;62,16;1640;1620;14,68;14,82;22,91;26,02;27,96;255,2;293,23
146;13,43;246;24,05;1640;1720;7,23;7,33;8,91;11,04;7,26;24,36;30,89
146;13,43;246;36,53;1640;1720;9,71;9,83;13,75;16,28;13,06;71,88;87,87
146;13,43;246;48,75;1640;1720;11,47;11,65;18,34;20,88;18,33;129,07;151,07
146;13,43;246;61,76;1640;1720;12,91;13,18;21,68;25,6;23,48;207,59;238,52
147;13,41;247;24,93;1580;1580;8,96;9,09;10,59;12,74;10,26;39,85;49,99
147;13,41;247;37,42;1580;1580;12,55;12,78;17,08;19,36;20,28;133,91;160,75
147;13,41;247;49,64;1580;1580;14,14;14,47;23,27;25,54;25,97;231,93;271,47
147;13,41;247;62,65;1580;1580;15,19;15,6;24,21;28,3;30,21;298,93;343,47
148;15,86;248;26,54;1440;1300;7,78;7,9;10,58;12,12;6,37;25,4;30,97
148;15,86;248;39,88;1460;1300;12,26;12,36;15,86;17,22;15,6;91,03;108,41
148;15,86;248;50,66;1460;1300;14,05;14,17;19,06;19,98;20,5;146,42;171,38
148;15,86;248;63,14;1460;1300;15,62;15,8;23,81;25,04;25,48;238,21;273,71
149;5,88;249;26,64;1360;1320;7,44;7,66;8,61;10,76;6,08;20,43;24,91
149;5,88;249;39,98;1360;1320;12,17;12,41;15,85;19,28;15,96;96,92;115,43
149;5,88;249;50,76;1360;1320;13,55;13,88;19,91;22,76;19,98;155,01;181,44
149;5,88;249;63,24;1360;1320;14,79;15,2;24,45;27,76;23,95;239,3;274,96
150;18,37;250;25,89;1720;1780;8,82;8,96;12;13,28;11,22;50,26;61,29
150;18,37;250;39,22;1720;1780;12,49;12,75;19,29;20,34;22,72;161,68;192,56
150;18,37;250;50;1720;1780;13,35;13,67;21,28;23,16;26,12;214,39;250,94
150;18,37;250;62,48;1720;1780;14,14;14,54;24,07;27,1;29,56;291,13;334,51
150;18,37;251;39,22;1720;1700;12,72;12,85;18,67;20,4;22,05;151,61;180,57
150;18,37;251;50;1720;1700;13,63;13,8;20,48;22,56;25,43;198,34;232,16
150;18,37;251;62,48;1720;1680;14,45;14,66;24,18;27,08;28,37;273,27;313,99
151;28,75;252;25,89;1680;1640;7,86;8,01;11,06;13,2;8,26;34,61;42,21
151;28,75;252;39,22;1680;1640;11,02;11,18;15,48;19,28;16,09;94,44;112,48
151;28,75;252;50;1680;1640;11,99;12,2;19,75;22,56;19,16;145,58;170,4
151;28,75;252;62,48;1680;1640;12,73;12,99;23,41;27,24;21,72;205,81;236,47
151;28,75;253;39,22;1700;1580;13,17;13,41;19,61;21,4;22,33;163,93;195,24
151;28,75;253;50;1700;1580;14,06;14,38;20,73;23,24;25,67;206,82;242,08
151;28,75;253;62,48;1700;1580;14,94;15,36;24,07;27,78;29,26;288,16;331,1
152;16,75;254;25,95;1540;1540;7,55;7,7;9,67;11,84;7,18;26,64;33,48
152;16,75;254;38,11;1540;1540;11,23;11,48;16,48;18,22;15,93;98;116,71
152;16,75;254;49,54;1540;1540;12,72;13,05;21,93;24,1;20,61;173,45;203,02
152;16,75;255;38,11;1460;1420;12,43;12,65;18,07;20,24;17,85;120,88;143,97
152;16,75;255;49,54;1460;1420;13,66;13,94;22,45;25,48;21,68;188,82;221,01
153;7,62;256;25,82;1660;1640;10,49;10,72;13,21;14,88;14,79;72,3;88,97
153;7,62;256;37,98;1660;1640;12,78;13,14;19,17;21,24;22,24;161,98;192,91
153;7,62;256;49,41;1660;1640;13,81;14,29;22,78;26,1;26,3;237;277,41
154;8,51;257;25,82;1440;1440;8,77;8,96;11,75;11,84;9,08;39,81;49,34
154;8,51;257;37,98;1440;1420;11,81;12,14;16,95;19,74;16,66;109,4;130,29
154;8,51;257;49,41;1440;1420;13,18;13,64;21,53;24,6;21,04;179,87;210,53
155;8,91;258;24,61;1520;1460;5,94;6,11;6,98;9,44;4,28;11,51;14,86
155;8,91;258;36,76;1520;1460;9;9,19;12,81;14,48;9,68;46,31;55,16
156;9,35;259;24,7;1440;1420;9,38;9,45;12,63;13,86;9,96;46,74;57,61
156;9,35;259;36,86;1620;1620;12,91;13,05;17,99;19,04;21,66;142,61;169,85
156;9,35;259;48,29;1620;1620;14,35;14,58;23,18;25,32;27,07;239,15;279,92
157;13,34;260;24,64;1540;1460;8,39;8,52;11,46;13,64;8,31;36,57;45,3
157;13,34;260;36,79;1540;1460;11,87;12,03;17,49;19,1;16,6;107,44;127,96
157;13,34;260;48,23;1540;1460;13,45;13,67;21,57;24,3;21,43;177,39;207,64
158;18,7;261;23,72;1560;1560;8,78;8,84;11,06;12,7;9,57;39,01;48,67
158;18,7;261;35,87;1560;1560;12,09;12,2;17,53;19,16;18,24;118,22;140,81
158;18,7;261;47,31;1560;1560;13,9;14,05;21,51;23,78;24,2;196,91;230,49
158;18,7;262;35,87;1560;1480;9,57;9,75;13,87;16,34;11,06;57,59;68,59
158;18,7;262;47,31;1560;1480;11,29;11,51;18,04;20,96;15,4;106,97;125,21
159;11,8;263;23,46;1500;1500;6,83;6,9;9,04;11,34;5,61;19,61;24,75
159;11,8;263;35,61;1500;1500;9,32;9,41;13,48;15,94;10,43;52,19;62,15
159;11,8;263;47,04;1500;1500;11;11,11;17,76;20,3;14,54;98,06;114,77
159;11,8;264;35,61;1460;1480;11,01;11,13;16,66;18,88;14,41;89,31;106,36
159;11,8;264;47,04;1460;1480;12,34;12,52;20,97;23,68;18,22;146,53;171,51
160;6,48;265;35,48;1460;1420;11,59;11,86;16,82;19,96;15,7;100,19;119,32
160;6,48;265;46,91;1460;1420;13,28;13,68;21,48;24,92;20,87;176,57;206,68
161;7,42;266;23,46;1540;1480;6,96;7,14;9,02;10,84;5,92;20,66;26,08
161;7,42;266;35,61;1540;1460;9,69;9,91;13,62;15,88;11,43;59,07;70,36
161;7,42;266;47,04;1540;1460;11,25;11,53;19,06;22,2;15,46;115,67;135,39
162;12,31;267;37,52;1560;1560;11,41;11,51;16,32;18,38;16,24;97,97;116,68
162;12,31;267;48,95;1560;1560;12,86;12,99;21,17;23,24;20,66;165,28;193,46
163;20,64;268;25,33;1700;1600;7,82;8;9,71;11,84;8,04;30,18;37,91
163;20,64;268;37,48;1700;1600;10,68;10,94;14,54;17,04;15,03;84,45;100,58
163;20,64;268;48,92;1700;1580;12,72;13,05;19,52;22,74;21,12;162,37;190,05
163;20,64;269;25,33;1460;1480;7,48;7,58;8,68;11,3;6,68;21,43;27,29
163;20,64;269;37,48;1460;1480;10,14;10,27;14,26;15,86;12,25;64,58;76,91
163;20,64;269;48,92;1460;1480;11,87;12,03;18,21;20,3;16,82;116,39;136,24
164;15,37;270;24,18;1680;1640;7,01;7,25;8,57;12,2;6,78;23,29;29,45
164;15,37;270;36,33;1680;1640;10,13;10,35;14,85;18,7;13,79;78,46;93,45
164;15,37;270;47,77;1680;1640;12,22;12,47;18,58;22,68;20,04;145,39;170,18
165;8,69;271;25,39;1460;1440;7,4;7,5;9,15;10,14;6,35;21,27;26,99
165;8,69;271;37,55;1460;1440;10,82;10,97;15,16;16,6;13,62;76,46;91,06
165;8,69;271;48,98;1460;1440;13,27;13,56;20,43;22,56;20,8;163,51;191,38
166;11,63;272;25,3;1360;1360;8,29;8,41;9,94;11,86;7,55;27,72;34,92
166;11,63;272;37,45;1360;1360;11,69;11,82;16,45;17,6;14,92;89,93;107,1
166;11,63;272;48,88;1360;1360;13,55;13,71;21,02;22,72;20,09;159,52;186,72
167;16,59;273;26,15;1400;1440;8,08;8,17;11,09;11,96;7,54;31,64;39,34
167;16,59;273;38,27;1400;1420;11,25;11,39;16,79;18,5;14,47;95,34;113,87
167;16,59;273;50,16;1400;1420;12,65;12,83;19,97;21,98;18,36;139,53;163,32
168;7,29;274;26,15;1520;1500;9,17;9,22;11,87;12,46;10,01;43,37;53,8
168;7,29;274;38,27;1560;1540;11,99;12,05;17,09;18,9;17,56;115,67;138,36
168;7,29;274;50,16;1560;1540;13,19;13,27;20,34;22,32;21,3;163,97;191,93
169;17,18;275;26,22;1480;1520;9,7;9,88;12,34;13,96;11,66;53,48;66,1
169;17,18;275;38,34;1480;1520;12,63;12,94;17,5;20,28;19,98;137,2;163,8
169;17,18;275;50,23;1480;1520;13,85;14,28;20,58;23,88;24,33;197,39;231,05
170;24,08;276;26,28;1520;1500;11,96;12,11;15,5;17,5;17,27;98,77;119,89
170;24,08;276;40,37;1520;1500;14,57;14,86;22,01;24,66;26,02;217,37;258,89
170;24,08;276;50,85;1520;1500;15,62;15,98;25,12;28,44;30,08;296,38;346,91
170;24,08;277;40,37;1460;1380;14,66;15,08;21,85;23,91;24,66;202,83;241,57
170;24,08;277;50,85;1460;1380;15,69;16,26;23,21;27,53;28,66;265,56;310,84
170;24,08;278;40,37;1620;1640;13,73;14,39;20,25;23,24;26,65;212,09;252,68
170;24,08;278;50,85;1620;1640;14,97;15,84;21,96;27,3;32,31;300,28;351,6
171;15,44;279;26,18;1460;1460;11,07;11,18;14,07;15,66;14,34;74,09;90,71
171;15,44;279;40,28;1460;1460;14,29;14,52;21,57;23,09;24,19;194,55;231,71
171;15,44;279;50,76;1460;1460;15,49;15,8;24,65;27,5;28,61;273,88;320,57
171;15,44;280;40,28;1480;1500;14,4;14,75;21,12;23,52;25,63;203,99;242,95
171;15,44;280;50,76;1480;1500;15,66;16,16;24,23;28,14;30,78;293,12;343,09
172;33,59;281;26,05;1520;1500;12,36;12,52;13,65;15,4;18,47;87,82;108,56
172;33,59;282;26,05;1520;1560;10,92;11,07;14,84;16;15,02;82,87;100,77
172;33,59;282;40,14;1520;1560;13,48;13,8;19,46;22,3;23,35;172,37;205,29
172;33,59;282;50,62;1520;1560;14,47;14,89;23,64;26,94;27,15;252,21;295,21
172;33,59;283;40,14;1540;1540;13,61;13,76;20,35;21,88;22,89;171,52;204,28
172;33,59;283;50,62;1540;1540;15,05;15,26;22,98;26,02;28,18;247,26;289,42
173;14,75;284;25,92;1440;1440;11,3;11,37;14,93;15,14;14,61;78,92;96,23
173;14,75;284;40,01;1440;1440;14,15;14,26;21,88;22,88;22,99;184,11;219,27
173;14,75;284;50,49;1440;1440;15,2;15,35;24,55;26,8;26,66;247,74;289,98
173;14,75;285;40,01;1540;1520;14,09;14,3;19,86;21,58;24,43;179,27;213,5
173;14,75;285;50,49;1540;1520;15,15;15,42;24,31;26,38;28,38;263,07;307,92
174;7,7;286;30,55;1700;1640;9,91;10,03;13,24;14,66;12,96;64,18;78,26
174;7,7;286;43,69;1720;1640;12,09;12,27;18,7;21,56;19,4;136,09;162,09
175;19,95;287;43,73;1640;1700;11,9;12,11;19,37;20,72;19,58;141,27;168,25
176;6,32;288;33,61;1560;1560;9,73;9,78;12,52;13,4;11,73;54,07;65,93
176;6,32;288;46,75;1560;1560;12,15;12,22;18,66;19,72;18,28;124,64;148,44
177;8,83;289;30,55;1760;1780;9,63;9,69;12,95;13,68;13,14;62,59;76,32
177;8,83;289;43,69;1760;1780;11,66;11,75;18,83;19,86;19,31;133,51;159,01
178;3,26;290;30,62;1640;1600;10,14;10,23;13,57;14,28;13,16;65,81;80,25
178;3,26;290;43,76;1640;1600;12,42;12,55;20,24;21,38;19,78;146,96;175,03
179;25,88;291;30,65;1460;1480;9,91;10,09;13,54;13,7;11,84;59,91;73,05
179;25,88;291;43,79;1460;1440;12,73;12,9;20,08;21,34;18,83;140,35;167,15
183;25,56;292;21,32;1460;1540;10,05;10,11;14,14;14,7;12,36;64,23;78,32
183;25,56;292;34,46;1460;1540;12,87;12,96;20,34;21,46;20,3;151,57;180,53
183;25,56;293;34,46;1480;1540;12,73;12,9;20,34;21,34;20,11;150,51;179,25
185;34,86;294;25,82;1740;1420;8,34;8,45;10,97;11,88;7,97;32,36;39,46
185;34,86;294;38,96;1740;1420;11,56;11,72;17,04;18,6;15,31;96,26;114,64
186;25,24;295;31,93;1363,88;1250,23;10,5;10,67;13,05;15,16;11,18;56,43;70,21
186;25,24;295;46,39;1363,88;1250,23;13,65;13,88;19,02;20,46;18,93;141,77;167,23
186;25,24;295;56,77;1363,88;1250,23;14,78;15,05;22,15;23,57;22,25;207,1;238,64
186;25,24;295;67,9;1363,88;1250,23;15,66;15,98;23,76;25,9;25,09;249,99;285,36
186;25,24;296;46,39;1502,63;1527,67;11,27;11,81;17,7;20,68;16,74;130,98;153,04
186;25,24;296;56,77;1502,63;1477,59;12,09;12,71;19,63;23,6;19,37;173,72;200,18
186;25,24;296;67,9;1502,63;1477,59;12,83;13,44;20,5;25,2;21,33;199,73;227,99
187;34,16;297;32,56;1315,01;1227,34;10,39;10,47;13,95;15,02;10,56;56,85;69,89
187;34,16;297;47,01;1315,01;1227,34;13,24;13,33;19,93;21,22;17,14;135,57;158,44
187;34,16;297;57,39;1315,01;1227,34;14,32;14,44;22,58;23,64;20,1;186,38;214,76
187;34,16;297;68,53;1315,01;1227,34;15,21;15,36;23,84;25,46;22,75;223,22;254,8
187;34,16;298;32,56;1519,53;1519,53;9,24;9,52;13,4;15,8;10,82;60,36;73,61
187;34,16;298;47,01;1519,53;1519,53;11,86;12,3;17,59;19,76;18,07;131,28;155,22
187;34,16;298;57,39;1519,53;1519,53;12,78;13,33;20,67;23,42;21,2;192,11;221,37
187;34,16;298;68,53;1519,53;1519,53;13,43;14,08;22,07;25,57;23,65;231,77;264,57
187;34,16;299;47,01;1431,78;1455,64;12,62;12,8;18,62;20,36;18,72;140,53;165,36
187;34,16;299;57,39;1431,78;1431,78;13,52;13,74;22,18;22,7;21,24;195,73;225,55
187;34,16;299;68,53;1431,78;1455,64;14,47;14,73;23,08;24,83;24,82;239,82;273,75
187;34,16;300;47,01;1483,57;1434,12;12,25;12,58;20,46;21,46;17,83;150,45;174,04
187;34,16;300;57,39;1483,57;1434,12;13,24;13,64;21,92;24,17;20,95;195,2;224,92
187;34,16;300;68,53;1483,57;1409,39;14,26;14,67;24,99;27,88;23,83;252,05;287,71
188;34,01;301;25,66;1460,56;1363,19;9,36;9,45;12,87;13,3;9,56;45,82;56,37
188;34,01;301;40,11;1460,56;1363,19;12,03;12,17;18,43;19,68;15,85;116,73;137,56
188;34,01;301;50,49;1460,56;1363,19;12,89;13,05;21,4;23;18,24;162,09;186,77
188;34,01;301;61,63;1460,56;1363,19;13,71;13,9;23,73;26,13;20,68;203,78;232,62
188;34,01;302;40,11;1645,5;1563,23;10,87;10,93;15,57;17,12;14,68;89,21;107,79
188;34,01;302;50,49;1645,5;1563,23;12,03;12,12;19,21;20,35;18,04;143,14;164,92
188;34,01;302;61,63;1645,5;1563,23;12,84;12,95;21,83;24,52;20,58;186,92;213,34
189;11,44;303;26,45;1635,76;1635,76;9,36;9,45;14,08;15,46;11,48;63,13;76,65
189;11,44;303;36,73;1635,76;1635,76;11,58;11,71;18,11;18,86;17,61;124,89;147,53
189;11,44;303;50,56;1635,76;1635,76;13,21;13,41;22,81;24,2;23,11;212,41;242,94
189;11,44;303;62,39;1635,76;1635,76;14,12;14,38;24,89;27,12;26,56;265,57;305,14
190;20,72;304;27,3;1613,65;1635,76;9,76;9,81;12,49;14,36;12,35;56,49;69,84
190;20,72;304;37,58;1613,65;1635,76;12,38;12,45;16,81;17,98;19,91;127;152,99
190;20,72;304;51,41;1613,65;1635,76;14,29;14,41;22,95;24,06;26,67;243,77;278,81
190;20,72;304;63,24;1613,65;1635,76;15,18;15,32;25,11;27,08;30,16;299,98;344,69
190;20,72;305;37,58;1540;1520;12,32;12,36;16,74;16,8;18,23;115,06;138,77
190;20,72;305;51,41;1540;1520;14,19;14,28;22,76;22,76;24,36;219,01;250,49
190;20,72;305;63,24;1540;1520;15,15;15,27;25,63;27,22;27,84;280,29;322,06
191;23,74;306;27,3;1525,23;1547,34;8,37;8,44;11,22;11,98;8,65;36,61;45,5
191;23,74;306;37,58;1525,23;1547,34;10,53;10,62;14,89;16,18;13,7;80,15;97,27
191;23,74;306;51,41;1525,23;1547,34;12,64;12,78;19,78;20,6;19,85;157,23;179,83
191;23,74;306;63,24;1525,23;1547,34;13,66;13,82;22,78;23,64;23,21;207,64;238,58
191;23,74;307;37,58;1780;1780;8,82;8,9;12,03;13,58;11,08;53,28;66,28
191;23,74;307;51,41;1780;1780;10,67;10,79;17,01;18,74;16,28;111,74;127,81
191;23,74;307;63,24;1780;1780;11,72;11,86;19,6;21,46;19,67;152,84;175,61
192;17,76;308;27,17;1503,13;1503,13;7,53;7,59;9,8;10,52;6,8;24,81;31,22
192;17,76;308;37,45;1503,13;1503,13;10,2;10,25;14,17;15,3;12,41;68,66;83,96
192;17,76;308;51,28;1503,13;1503,13;12,62;12,7;19,28;20,33;19,05;146,24;167,26
192;17,76;308;63,11;1503,13;1503,13;13,92;14,03;22,19;23,84;23,22;202,46;232,63
193;22,07;309;23,39;1681,43;1681,43;7,76;7,83;11,23;12,12;8,09;34,95;43,3
193;22,07;309;35,41;1681,43;1681,43;10,3;10,39;15,2;16,26;14,25;85,56;103,32
193;22,07;309;48,92;1681,43;1681,43;12,23;12,38;19,51;21,56;20,24;162,24;188,89
193;22,07;309;60,02;1681,43;1681,43;12,91;13,1;22,26;24,17;22,67;215,37;247,12
193;22,07;309;72,37;1681,43;1681,43;13,55;13,79;24,4;26,88;25,1;262,46;291,72
193;22,07;309;83,87;1681,43;1681,43;13,85;14,13;24,83;28,3;26,36;283,91;315,56
193;22,07;310;23,39;1764,14;1764,14;8,94;8,97;12,84;12,82;11,16;54,23;66,56
193;22,07;310;35,41;1764,14;1764,14;11,53;11,6;18,84;18,46;18,65;137,11;160,85
193;22,07;310;48,92;1764,14;1764,14;13,64;13,78;22,45;23,92;26,3;243,18;278,07
193;22,07;310;60,02;1764,14;1764,14;14,45;14,64;23,27;25,23;29,68;292,43;335,53
193;22,07;310;72,37;1764,14;1764,14;15,51;15,76;24,59;27,93;34,41;365,26;405,97
193;22,07;310;83,87;1764,14;1764,14;15,99;16,29;26,65;30,3;36,78;424,66;471,98
194;21,44;311;22,47;1658,28;1658,28;7,86;7,93;11,08;12,84;8,18;34,47;42,81
194;21,44;311;34,33;1658,28;1658,28;10,13;10,24;15,21;17,46;13,65;82,78;99,75
194;21,44;311;47,83;1658,28;1658,28;12,54;12,71;19,71;21,32;21,03;167,98;195,86
194;21,44;311;58,71;1658,28;1658,28;13,5;13,7;22,16;26,52;24,43;222,48;257,29
194;21,44;311;70,76;1658,28;1658,28;14,07;14,32;24,41;28,75;26,71;274,21;312,91
194;21,44;311;81,57;1658,28;1658,28;14,6;14,87;26,14;29,45;28,79;314,79;359,22
194;21,44;312;22,47;1621,49;1567,44;9,16;9,2;12,83;13,2;10,41;50,3;61,8
194;21,44;312;34,33;1621,49;1567,44;11,75;11,8;17,46;18,4;17,14;115,98;138,03
194;21,44;312;47,83;1621,49;1567,44;13,59;13,68;21,99;24,08;23,02;207,75;238,31
194;21,44;312;58,71;1621,49;1567,44;14,5;14,62;25,51;26,6;26,3;267,79;309,69
194;21,44;312;70,76;1621,49;1567,44;15,32;15,48;27,36;28,85;29,5;331,15;377,89
194;21,44;312;81,57;1621,49;1567,44;15,92;16,11;28,58;30,35;31,95;375,66;428,67
194;21,44;313;22,47;1795,01;1795,01;8,47;8,51;12,32;12,84;10,22;48,14;59,22
194;21,44;313;34,33;1795,01;1795,01;11,1;11,18;16,48;17,46;17,61;113,47;135,85
194;21,44;313;47,83;1795,01;1795,01;13,22;13,36;23,9;24,1;25,16;251,81;284,22
194;21,44;313;58,71;1795,01;1795,01;13,79;13,96;24,26;25,8;27,47;268,71;310,75
194;21,44;313;70,76;1795,01;1795,01;14,27;14,46;26,07;28,47;29,47;319,16;364,2
194;21,44;313;81,57;1795,01;1795,01;14,76;14,98;26,49;29,13;31,62;349,87;399,25
196;35,25;314;23,46;1748;1748;10,23;10,29;13,45;14,86;14,55;72,18;88,6
196;35,25;314;35,32;1748;1748;13,02;13,18;19,34;20,46;23,85;177,96;209,56
196;35,25;314;48,82;1748;1748;15,1;15,38;21,1;24,06;32,48;274,43;318,9
196;35,25;314;59,69;1748;1748;15,94;16,3;23,9;27,8;36,45;363,8;420,72
196;35,25;314;71,75;1748;1748;16,63;17,06;25,94;29,83;39,97;445,47;508,34
196;35,25;314;82,56;1748;1748;16,87;17,32;26,53;31;41,18;471,58;538,13
196;35,25;315;23,46;1647,99;1675,46;8,15;8,23;12,41;13,88;8,91;43,66;53,5
196;35,25;315;35,32;1647,99;1675,46;10,75;10,88;17,41;19,3;15,58;108,35;128,04
196;35,25;315;48,82;1647,99;1675,46;13,33;13,47;23,26;25,42;23,88;233,55;264,76
196;35,25;315;59,69;1647,99;1675,46;14,22;14,39;26,95;28,13;27,24;292,41;338,16
196;35,25;315;71,75;1647,99;1675,46;14,85;15,03;29,68;30,73;29,73;360,03;410,84
196;35,25;315;82,56;1647,99;1675,46;15,43;15,65;29,77;31,8;32,21;393,41;448,94
196;35,25;316;23,46;1529,36;1529,36;8,03;8,1;10,77;11,9;7,88;31,72;39,59
196;35,25;316;35,32;1529,36;1529,36;10,79;10,9;15,68;17,1;14,28;87,69;105,74
196;35,25;316;48,82;1529,36;1529,36;13,36;13,52;21,7;24,36;21,96;199,21;228,22
196;35,25;316;59,69;1529,36;1529,36;14,38;14,59;24,66;26,63;25,58;255,12;295,04
196;35,25;316;71,75;1529,36;1529,36;15,01;15,26;28,36;29,13;27,98;324,22;369,98
196;35,25;316;82,56;1529,36;1529,36;15,53;15,81;28,34;30,7;30,04;353,32;403,18
197;51,31;317;22,17;1494,36;1369,83;9,75;9,85;11,13;14,16;10,44;43,35;53,97
197;51,31;317;35,05;1494,36;1369,83;13,48;13,71;18,76;21,82;20,21;146,36;173,55
197;51,31;317;46,68;1494,36;1344,92;15,06;15,38;21,15;24,6;24,98;213,33;247,5
197;51,31;317;61,17;1494,36;1344,92;16,34;16,76;25,37;29,25;29,69;320,56;365,25
197;51,31;317;69,84;1494,36;1344,92;16,97;17,44;25,76;29,45;32,12;349,21;395,37
197;51,31;317;82,19;1494,36;1344,92;17,48;17,94;25,98;31,25;34,01;385,19;428,73
197;51,31;317;86,53;1494,36;1344,92;17,65;18,12;26,74;32,7;34,68;405,34;451,17
197;51,31;318;22,17;1606,86;1472,95;9,81;9,88;13,88;14,26;11,3;58,83;71,84
197;51,31;318;35,05;1606,86;1472,95;13,65;13,83;19,74;20,8;22,13;165,52;195,27
